,POS,NEG,POS/NEG,SENT,text
25,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
26,17.22651516,8.782322859,1.961498733,positive,"#Repost @anne_uhhhh with @repostapp.
···
#bunnehbaking cupcakes at work = the only reason to come to work #bomb... https://t.co/UBpMXKRwRD"
27,9.47547004,8.782322859,1.078925267,neutral,Bc his literally the best. #myboyfriend #betterthanyou #bomb #prom2k16 https://t.co/XGCnJ1TgpH
28,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
29,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
30,8.782322859,8.782322859,1,neutral,@elcaballito220 thx 4 the #bomb hot sauce 2 sit atop my beefy tacos #feeltheburn #feta #toronto #foodiechats https://t.co/fHp8IgsvMg
31,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
32,1.031277741,34.48607895,0.029904175,negative,RT @AgendaOfEvil: #Thailand: A #child is among the casualties of an #Islamic 'separatist' #bomb blast outside a grocery store. https://t.co…
33,1.031277741,34.48607895,0.029904175,negative,#Thailand: A #child is among the casualties of an #Islamic 'separatist' #bomb blast outside a grocery store. https://t.co/81QPGcHtkW
34,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
35,1.031277741,25.45606213,0.040512069,negative,this is #Eser #Çali The kurdisch #PKK #suicide bomber who made the #bomb explode in #Bursa https://t.co/3nupq1DA5G
36,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
37,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
38,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
39,8.782322859,17.1191925,0.513010346,negative,"RT @Iran: Three #bomb #explosions kill 14 in, around #Iraq-i capital

https://t.co/3St558c1ue

#ISIL #ISIS https://t.co/9l7MeoDiTG"
40,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
41,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
42,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
43,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
44,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
45,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
46,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
47,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
48,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
49,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
50,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
51,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
52,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
53,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
54,1.031277741,8.782322859,0.117426535,negative,"RT @Drudge_Report_: REPORT: #FBI arrests ""man"" plotting to #bomb #Florida #synagogue ... ""May be #Islamic"" https://t.co/FDXn4Rw95q @TaiDeck…"
55,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
56,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
57,1.031277741,34.48607895,0.029904175,negative,"RT @AidaBehira: One arrested in foiled #bomb #attack plot against #Florida #Synagogue 
https://t.co/OU6nmdxwC6
#Diaspora #terrorism https:/…"
58,8.782322859,0.445453222,19.71547723,positive,RT @UABearsFootball: The 2016 Golden Bears Football Spring Camp is in the books. Thanks to all of the supporters who were at our scrimmage…
59,1.031277741,17.1191925,0.060241027,negative,#bomb threat! <ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>
60,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
61,1.031277741,34.48607895,0.029904175,negative,"RT @AidaBehira: One arrested in foiled #bomb #attack plot against #Florida #Synagogue 
https://t.co/OU6nmdxwC6
#Diaspora #terrorism https:/…"
62,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
63,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
64,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
65,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
66,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
67,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
68,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
69,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
70,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
71,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
72,1.031277741,34.48607895,0.029904175,negative,"RT @AidaBehira: One arrested in foiled #bomb #attack plot against #Florida #Synagogue 
https://t.co/OU6nmdxwC6
#Diaspora #terrorism https:/…"
73,1.031277741,8.782322859,0.117426535,negative,"RT @GatorsSB: #DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/ak…"
74,1.031277741,8.782322859,0.117426535,negative,"#DidYouKnow: Chelsea Herndon's home run this past Saturday was her first since May 29, 2014!! #GoGators #BOMB https://t.co/akGzYnQqto"
75,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
76,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
77,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
78,1.031277741,17.81233968,0.057896815,negative,"Fake Prophecy Alert: Prince, the ""Prince of the Air(waves)"" passed away #Symbolic #Mega #Bomb"
79,1.031277741,8.782322859,0.117426535,negative,@SENlORQUOTE @TurntGrandpa OMG LOL THATS the #Bomb
80,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
81,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
82,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
83,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
84,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
85,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
86,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
87,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
88,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
89,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
90,1.031277741,0.445453222,2.315120175,positive,"My sister house sat for my this weekend, I came home and everything was cleaned #bomb.com #thankssoso"
91,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
92,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
93,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
94,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
95,1.031277741,17.81233968,0.057896815,negative,RT @Drudge_Report_: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/ziWdEziBga
96,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
97,8.782322859,17.1191925,0.513010346,negative,"RT @Iran: Three #bomb #explosions kill 14 in, around #Iraq-i capital

https://t.co/3St558c1ue

#ISIL #ISIS https://t.co/9l7MeoDiTG"
98,1.031277741,17.1191925,0.060241027,negative,Reports of #bomb threat at Walmart - May 2 @ 11:12 AM ET  https://t.co/VBMD0aehwU
99,1.031277741,17.81233968,0.057896815,negative,RT @NewsBreaksLive: #wifi #hotspot 'detonation device' causes #bomb scare... https://t.co/Eb2GkYDP0W
100,8.782322859,17.1191925,0.513010346,negative,"RT @Iran: Three #bomb #explosions kill 14 in, around #Iraq-i capital

https://t.co/3St558c1ue

#ISIL #ISIS https://t.co/9l7MeoDiTG"
